NodeID 人物编号,Focused_or_Related 核心人物/相关人物,Chinese_Name 汉字人物姓名,English_Name 英语人物姓名,VIAF,YOB 出生年份,YOD 逝世年份,Dialect_Group 方言群,Hometown_in_Details 细致祖籍地,Search_by_Place_of_Birth 出生地检索,NLB_Link NLB链接
624,Related,陈光为,Nil,,Nil,Nil,暂无/Nil,新加坡/Singapore,暂无/Nil,http://shgis.nus.edu.sg/sbdb/unavailable.html
625,Related,陈文进,Nil,,Nil,Nil,暂无/Nil,马六甲/Malacca,暂无/Nil,http://shgis.nus.edu.sg/sbdb/unavailable.html
626,Related,符愈贵,Nil,,Nil,Nil,琼/Hainan,海南/Hainan,暂无/Nil,http://shgis.nus.edu.sg/sbdb/unavailable.html
627,Related,冯芳莲,Nil,,Nil,Nil,暂无/Nil,槟城/Penang,暂无/Nil,http://shgis.nus.edu.sg/sbdb/unavailable.html
628,Related,陈文芳,Nil,,Nil,Nil,暂无/Nil,暂无/Nil,暂无/Nil,http://shgis.nus.edu.sg/sbdb/unavailable.html
629,Related,陈文元,Nil,,Nil,Nil,暂无/Nil,暂无/Nil,暂无/Nil,http://shgis.nus.edu.sg/sbdb/unavailable.html
630,Related,宋旺武,Nil,,Nil,Nil,闽/Hokkien,"福建省南靖县/Nanjing County, Fujian Province",暂无/Nil,http://shgis.nus.edu.sg/sbdb/unavailable.html
631,Related,爱谨,Nil,,Nil,Nil,暂无/Nil,暂无/Nil,暂无/Nil,http://shgis.nus.edu.sg/sbdb/unavailable.html
632,Related,许春风,Nil,,Nil,Nil,暂无/Nil,暂无/Nil,暂无/Nil,http://shgis.nus.edu.sg/sbdb/unavailable.html
633,Related,马绍尔,Nil,,Nil,Nil,暂无/Nil,暂无/Nil,暂无/Nil,http://shgis.nus.edu.sg/sbdb/unavailable.html
634,Related,许春裕,Nil,,Nil,Nil,暂无/Nil,暂无/Nil,暂无/Nil,http://shgis.nus.edu.sg/sbdb/unavailable.html
635,Related,张舜琴,Nil,,Nil,Nil,潮/Teochew,"广东省饶平县/Raoping County, Guangdong Province",暂无/Nil,http://shgis.nus.edu.sg/sbdb/unavailable.html
636,Related,杨喜娘,Nil,,Nil,Nil,闽/Hokkien,"福建省金门县/Jinmen County, Fujian Province",新加坡/Singapore,http://shgis.nus.edu.sg/sbdb/unavailable.html
637,Related,麦比士,Nil,,Nil,Nil,暂无/Nil,暂无/Nil,暂无/Nil,http://shgis.nus.edu.sg/sbdb/unavailable.html
638,Related,龚振荣,Nil,,Nil,Nil,闽/Hokkien,"福建省漳州/Zhangzhou, Fujian Province",暂无/Nil,http://shgis.nus.edu.sg/sbdb/unavailable.html
639,Related,阮添筹,Nil,,Nil,Nil,暂无/Nil,暂无/Nil,暂无/Nil,http://shgis.nus.edu.sg/sbdb/unavailable.html
640,Related,林成乾,Nil,,Nil,Nil,暂无/Nil,暂无/Nil,暂无/Nil,http://shgis.nus.edu.sg/sbdb/unavailable.html
641,Related,邱武艺,Nil,,Nil,Nil,暂无/Nil,暂无/Nil,暂无/Nil,http://shgis.nus.edu.sg/sbdb/unavailable.html
642,Related,李庆纪,Nil,,Nil,Nil,暂无/Nil,暂无/Nil,暂无/Nil,http://shgis.nus.edu.sg/sbdb/unavailable.html
643,Related,何乐如,Nil,,1867,1948,潮/Teochew,"广东省潮阳县/Chaoyang County, Guangdong Province",广州/Canton,http://shgis.nus.edu.sg/sbdb/unavailable.html
644,Related,陈树南,Nil,,Nil,Nil,暂无/Nil,暂无/Nil,暂无/Nil,http://shgis.nus.edu.sg/sbdb/unavailable.html
645,Related,郑聘廷,Nil,,Nil,Nil,闽/Hokkien,"福建省惠安县/Hui'an County, Fujian Province",暂无/Nil,http://shgis.nus.edu.sg/sbdb/unavailable.html
646,Related,刘坤意,Nil,,1863,1927,潮/Teochew,"广东省潮安县/Chao'an County, Guangdong Province",暂无/Nil,http://shgis.nus.edu.sg/sbdb/unavailable.html
647,Related,薛中华,Nil,,Nil,Nil,闽/Hokkien,"福建省东山县/Dongshan County, Fujian Province",暂无/Nil,http://shgis.nus.edu.sg/sbdb/unavailable.html
648,Related,陈庆云,Nil,,Nil,Nil,暂无/Nil,新加坡/Singapore,新加坡/Singapore,http://shgis.nus.edu.sg/sbdb/unavailable.html
649,Related,谢林娘,Nil,,Nil,Nil,暂无/Nil,暂无/Nil,暂无/Nil,http://shgis.nus.edu.sg/sbdb/unavailable.html
650,Related,谢佛德,Nil,,Nil,Nil,暂无/Nil,暂无/Nil,暂无/Nil,http://shgis.nus.edu.sg/sbdb/unavailable.html
651,Related,王竞惠,Nil,,Nil,Nil,闽/Hokkien,"福建省同安县/Tong'an County, Fujian Province",新加坡/Singapore,http://shgis.nus.edu.sg/sbdb/unavailable.html
652,Related,王庆云,Nil,,Nil,Nil,闽/Hokkien,"福建省南安县/Nan'an County, Fujian Province",暂无/Nil,http://shgis.nus.edu.sg/sbdb/unavailable.html
653,Related,王沧周,Nil,,Nil,Nil,闽/Hokkien,"福建省同安县/Tong'an County, Fujian Province",暂无/Nil,http://shgis.nus.edu.sg/sbdb/unavailable.html
654,Related,陈桂兰,Nil,,Nil,Nil,暂无/Nil,暂无/Nil,暂无/Nil,http://shgis.nus.edu.sg/sbdb/unavailable.html
655,Related,邱百禄,Nil,,Nil,Nil,暂无/Nil,暂无/Nil,暂无/Nil,http://shgis.nus.edu.sg/sbdb/unavailable.html
656,Related,邱培丕顺,Nil,,Nil,Nil,暂无/Nil,暂无/Nil,暂无/Nil,http://shgis.nus.edu.sg/sbdb/unavailable.html
657,Related,王先树,Nil,,Nil,Nil,琼/Hainan,"广东省琼海县（今属海南省）/Qionghai County, Guangdong Province (Now at Hainan Province)",暂无/Nil,http://shgis.nus.edu.sg/sbdb/unavailable.html
658,Related,王先德,Nil,,Nil,Nil,琼/Hainan,"广东省琼海县（今属海南省）/Qionghai County, Guangdong Province (Now at Hainan Province)",暂无/Nil,http://shgis.nus.edu.sg/sbdb/unavailable.html
659,Related,王长顺,Nil,,Nil,Nil,闽/Hokkien,"福建省同安县/Tong'an County, Fujian Province",新加坡/Singapore,http://shgis.nus.edu.sg/sbdb/unavailable.html
660,Related,王顺智,Nil,,Nil,Nil,闽/Hokkien,"福建省同安县/Tong'an County, Fujian Province",新加坡/Singapore,http://shgis.nus.edu.sg/sbdb/unavailable.html
661,Related,王坤殿,Nil,,Nil,Nil,闽/Hokkien,"福建省同安县/Tong'an County, Fujian Province",新加坡/Singapore,http://shgis.nus.edu.sg/sbdb/unavailable.html
662,Related,林英茂,Nil,,Nil,Nil,暂无/Nil,暂无/Nil,暂无/Nil,http://shgis.nus.edu.sg/sbdb/unavailable.html
663,Related,王绍善,Nil,,Nil,Nil,闽/Hokkien,"福建省同安县/Tong'an County, Fujian Province",暂无/Nil,http://shgis.nus.edu.sg/sbdb/unavailable.html
664,Related,王绍贤,Nil,,Nil,Nil,闽/Hokkien,"福建省同安县/Tong'an County, Fujian Province",暂无/Nil,http://shgis.nus.edu.sg/sbdb/unavailable.html
665,Related,伍玉玲,Nil,,Nil,Nil,粤/Canton,"广东省台山县/Taishan County, Guangdong Province",暂无/Nil,http://shgis.nus.edu.sg/sbdb/unavailable.html
666,Related,王会仪,Nil,,Nil,Nil,闽/Hokkien,福建/Fujian,暂无/Nil,http://shgis.nus.edu.sg/sbdb/unavailable.html
667,Related,吴士基,Nil,,Nil,Nil,闽/Hokkien,"福建省诏安县/Chun'an County, Fujian Province",暂无/Nil,http://shgis.nus.edu.sg/sbdb/unavailable.html
668,Related,慈禧太后,Nil,,Nil,Nil,暂无/Nil,暂无/Nil,暂无/Nil,http://shgis.nus.edu.sg/sbdb/unavailable.html
669,Related,曾兆南,Nil,,Nil,Nil,潮/Teochew,"广东省潮州/Chaozhou, Guangdong Province",暂无/Nil,http://shgis.nus.edu.sg/sbdb/unavailable.html
670,Related,徐敦青,Nil,,Nil,Nil,暂无/Nil,暂无/Nil,暂无/Nil,http://shgis.nus.edu.sg/sbdb/unavailable.html
671,Related,朱善锦,Nil,,Nil,Nil,暂无/Nil,暂无/Nil,暂无/Nil,http://shgis.nus.edu.sg/sbdb/unavailable.html
672,Related,蔡心义,Nil,,Nil,Nil,暂无/Nil,暂无/Nil,暂无/Nil,http://shgis.nus.edu.sg/sbdb/unavailable.html
673,Related,萧守福,Nil,,Nil,Nil,暂无/Nil,暂无/Nil,暂无/Nil,http://shgis.nus.edu.sg/sbdb/unavailable.html
674,Related,萧才发,Nil,,Nil,Nil,闽/Hokkien,"福建省晋江县/Jinjiang County, Fujian Province",马六甲/Melaka,http://shgis.nus.edu.sg/sbdb/unavailable.html
675,Related,萧守仁,Nil,,Nil,Nil,闽/Hokkien,"福建省晋江县/Jinjiang County, Fujian Province",暂无/Nil,http://shgis.nus.edu.sg/sbdb/unavailable.html
676,Related,萧月清,Nil,,Nil,Nil,闽/Hokkien,"福建省晋江县/Jinjiang County, Fujian Province",暂无/Nil,http://shgis.nus.edu.sg/sbdb/unavailable.html
677,Related,陈恩裕,Nil,,Nil,Nil,暂无/Nil,暂无/Nil,暂无/Nil,http://shgis.nus.edu.sg/sbdb/unavailable.html
678,Related,萧月明,Nil,,Nil,Nil,闽/Hokkien,"福建省晋江县/Jinjiang County, Fujian Province",暂无/Nil,http://shgis.nus.edu.sg/sbdb/unavailable.html
679,Related,林坤德,Nil,,Nil,Nil,暂无/Nil,暂无/Nil,暂无/Nil,http://shgis.nus.edu.sg/sbdb/unavailable.html
680,Related,萧友仁,Nil,,Nil,Nil,闽/Hokkien,"福建省晋江县/Jinjiang County, Fujian Province",暂无/Nil,http://shgis.nus.edu.sg/sbdb/unavailable.html
681,Related,萧月卿,Nil,,Nil,Nil,暂无/Nil,暂无/Nil,暂无/Nil,http://shgis.nus.edu.sg/sbdb/unavailable.html
682,Related,谢宝荣,Nil,,Nil,Nil,暂无/Nil,暂无/Nil,暂无/Nil,http://shgis.nus.edu.sg/sbdb/unavailable.html
683,Related,薛兆熊,Nil,,Nil,Nil,闽/Hokkien,"福建省东山县/Dongshan County, Fujian Province",暂无/Nil,http://shgis.nus.edu.sg/sbdb/unavailable.html
684,Related,郭枚生,Nil,,Nil,Nil,闽/Hokkien,"福建省惠安县/Hui'an County, Fujian Province",暂无/Nil,http://shgis.nus.edu.sg/sbdb/unavailable.html
685,Related,许济侯,Nil,,Nil,Nil,闽/Hokkien,"福建省惠安县/Hui'an County, Fujian Province",暂无/Nil,http://shgis.nus.edu.sg/sbdb/unavailable.html
686,Related,苏妈英,Nil,,Nil,Nil,暂无/Nil,暂无/Nil,暂无/Nil,http://shgis.nus.edu.sg/sbdb/unavailable.html
687,Related,何衍品,Nil,,Nil,Nil,暂无/Nil,暂无/Nil,暂无/Nil,http://shgis.nus.edu.sg/sbdb/unavailable.html
688,Related,许吉成,Nil,,Nil,Nil,暂无/Nil,暂无/Nil,暂无/Nil,http://shgis.nus.edu.sg/sbdb/unavailable.html
689,Related,谢荔圃,Nil,,Nil,Nil,闽/Hokkien,"福建省惠安县/Hui'an County, Fujian Province",暂无/Nil,http://shgis.nus.edu.sg/sbdb/unavailable.html
690,Related,谢启山,Nil,,Nil,Nil,闽/Hokkien,"福建省惠安县/Hui'an County, Fujian Province",暂无/Nil,http://shgis.nus.edu.sg/sbdb/unavailable.html
691,Related,郑荣华,Nil,,Nil,Nil,闽/Hokkien,福建/Fujian,暂无/Nil,http://shgis.nus.edu.sg/sbdb/unavailable.html
692,Related,徐钦三,Nil,,Nil,Nil,闽/Hokkien,福建/Fujian,暂无/Nil,http://shgis.nus.edu.sg/sbdb/unavailable.html
693,Related,徐炎泉,Nil,,Nil,Nil,闽/Hokkien,"福建省漳州市/Quzhou City, Fujian Province",暂无/Nil,http://shgis.nus.edu.sg/sbdb/unavailable.html
694,Related,刘景香,Nil,,Nil,Nil,暂无/Nil,暂无/Nil,暂无/Nil,http://shgis.nus.edu.sg/sbdb/unavailable.html
695,Related,姚楠,Nil,,Nil,Nil,暂无/Nil,暂无/Nil,暂无/Nil,http://shgis.nus.edu.sg/sbdb/unavailable.html
696,Related,胡博渊,Nil,,Nil,Nil,三江/Sam Kiang,"江苏省武进县/Wujin County, Jiangsu Province",暂无/Nil,http://shgis.nus.edu.sg/sbdb/unavailable.html
697,Related,王彩凤,Nil,,Nil,Nil,闽/Hokkien,"福建省龙溪县（今属龙海县）/Longxi County, Fujian Province (Now at Longhai County)",暂无/Nil,http://shgis.nus.edu.sg/sbdb/unavailable.html
698,Related,薛和娘,Nil,,Nil,Nil,闽/Hokkien,"福建省东山县/Dongshan County, Fujian Province",暂无/Nil,http://shgis.nus.edu.sg/sbdb/unavailable.html
699,Related,陈荫娘,Nil,,Nil,Nil,闽/Hokkien,"福建省海澄县（今属龙海县）/Haicheng County, Fujian Province (Now at Longhai County)",暂无/Nil,http://shgis.nus.edu.sg/sbdb/unavailable.html
700,Related,薛瑞娘,Nil,,Nil,Nil,闽/Hokkien,"福建省东山县/Dongshan County, Fujian Province",暂无/Nil,http://shgis.nus.edu.sg/sbdb/unavailable.html
701,Related,翁如水,Nil,,Nil,Nil,闽/Hokkien,"福建省海澄县（今属龙海县）/Haicheng County, Fujian Province (Now at Longhai County)",暂无/Nil,http://shgis.nus.edu.sg/sbdb/unavailable.html
702,Related,薛有文,Nil,,Nil,Nil,闽/Hokkien,"福建省东山县/Dongshan County, Fujian Province",暂无/Nil,http://shgis.nus.edu.sg/sbdb/unavailable.html
703,Related,薛中衍,Nil,,Nil,Nil,闽/Hokkien,"福建省东山县/Dongshan County, Fujian Province",暂无/Nil,http://shgis.nus.edu.sg/sbdb/unavailable.html
704,Related,薛明记,Nil,,Nil,Nil,闽/Hokkien,"福建省东山县/Dongshan County, Fujian Province",暂无/Nil,http://shgis.nus.edu.sg/sbdb/unavailable.html
705,Related,薛佛世,Nil,,Nil,Nil,闽/Hokkien,"福建省东山县/Dongshan County, Fujian Province",暂无/Nil,http://shgis.nus.edu.sg/sbdb/unavailable.html
706,Related,薛荣茂,Nil,,Nil,Nil,闽/Hokkien,"福建省东山县/Dongshan County, Fujian Province",暂无/Nil,http://shgis.nus.edu.sg/sbdb/unavailable.html
707,Related,薛神庇,Nil,,Nil,Nil,闽/Hokkien,"福建省东山县/Dongshan County, Fujian Province",暂无/Nil,http://shgis.nus.edu.sg/sbdb/unavailable.html
708,Related,薛坤元,Nil,,Nil,Nil,闽/Hokkien,"福建省东山县/Dongshan County, Fujian Province",暂无/Nil,http://shgis.nus.edu.sg/sbdb/unavailable.html
709,Related,薛德元,Nil,,Nil,Nil,闽/Hokkien,"福建省东山县/Dongshan County, Fujian Province",暂无/Nil,http://shgis.nus.edu.sg/sbdb/unavailable.html
710,Related,陈水源,Nil,,Nil,Nil,闽/Hokkien,"福建省海澄县（今属龙海县）/Haicheng County, Fujian Province (Now at Longhai County)",暂无/Nil,http://shgis.nus.edu.sg/sbdb/unavailable.html
711,Related,陈太源,Nil,,Nil,Nil,闽/Hokkien,"福建省海澄县（今属龙海县）/Haicheng County, Fujian Province (Now at Longhai County)",暂无/Nil,http://shgis.nus.edu.sg/sbdb/unavailable.html
712,Related,陈淡娘,Nil,,Nil,Nil,闽/Hokkien,"福建省海澄县（今属龙海县）/Haicheng County, Fujian Province (Now at Longhai County)",暂无/Nil,http://shgis.nus.edu.sg/sbdb/unavailable.html
713,Related,陈曲娘,Nil,,Nil,Nil,闽/Hokkien,"福建省海澄县（今属龙海县）/Haicheng County, Fujian Province (Now at Longhai County)",暂无/Nil,http://shgis.nus.edu.sg/sbdb/unavailable.html
714,Related,黄宗成,Nil,,Nil,Nil,暂无/Nil,暂无/Nil,暂无/Nil,http://shgis.nus.edu.sg/sbdb/unavailable.html
715,Related,曾德璋,Nil,,Nil,Nil,暂无/Nil,暂无/Nil,暂无/Nil,http://shgis.nus.edu.sg/sbdb/unavailable.html
716,Related,薛长泉,Nil,,Nil,Nil,闽/Hokkien,"福建省漳州/Zhangzhou, Fujian Province",马六甲/Melaka,http://shgis.nus.edu.sg/sbdb/unavailable.html
717,Related,薛天林,Nil,,Nil,Nil,闽/Hokkien,"福建省漳州/Zhangzhou, Fujian Province",暂无/Nil,http://shgis.nus.edu.sg/sbdb/unavailable.html
718,Related,陈水鲤,Nil,,Nil,Nil,闽/Hokkien,"福建省同安县/Tong'an County, Fujian Province",新加坡/Singapore,http://shgis.nus.edu.sg/sbdb/unavailable.html
719,Related,何衍炳,Nil,,Nil,Nil,闽/Hokkien,福建/Fujian,新加坡/Singapore,http://shgis.nus.edu.sg/sbdb/unavailable.html
720,Related,林春木,Nil,,Nil,Nil,闽/Hokkien,"福建省东山县/Dongshan County, Fujian Province",暂无/Nil,http://shgis.nus.edu.sg/sbdb/unavailable.html
721,Related,洪高兴,Nil,,Nil,Nil,闽/Hokkien,"福建省厦门市/Xiamen City, Fujian Province",暂无/Nil,http://shgis.nus.edu.sg/sbdb/unavailable.html
722,Related,颜长贵,Nil,,Nil,Nil,闽/Hokkien,"福建省海澄县（今属龙海县）/Haicheng County, Fujian Province (Now at Longhai County)",暂无/Nil,http://shgis.nus.edu.sg/sbdb/unavailable.html
723,Related,黄典娴,Nil,,Nil,Nil,暂无/Nil,暂无/Nil,暂无/Nil,http://shgis.nus.edu.sg/sbdb/unavailable.html
724,Related,黄思,Nil,,1912,1983,客/Hakka,"广东省大埔县/Dapu County, Guangdong Province",暂无/Nil,http://shgis.nus.edu.sg/sbdb/unavailable.html
725,Related,叶世眉,Nil,,Nil,Nil,客/Hakka,"广东省普宁县/Puning County, Guangdong Province",暂无/Nil,http://shgis.nus.edu.sg/sbdb/unavailable.html
726,Related,曾莲英,Nil,,Nil,Nil,暂无/Nil,暂无/Nil,暂无/Nil,http://shgis.nus.edu.sg/sbdb/unavailable.html
727,Related,宋庆龄,Nil,,Nil,Nil,暂无/Nil,暂无/Nil,暂无/Nil,http://shgis.nus.edu.sg/sbdb/unavailable.html
728,Related,宋美龄,Nil,,Nil,Nil,暂无/Nil,暂无/Nil,暂无/Nil,http://shgis.nus.edu.sg/sbdb/unavailable.html
729,Related,孙士鼎,Nil,,Nil,Nil,暂无/Nil,暂无/Nil,暂无/Nil,http://shgis.nus.edu.sg/sbdb/unavailable.html
730,Related,梅春辅,Nil,,Nil,Nil,粤/Canton,广东/Guangdong,暂无/Nil,http://shgis.nus.edu.sg/sbdb/unavailable.html
731,Related,余刚,Nil,,Nil,Nil,粤/Canton,广东/Guangdong,暂无/Nil,http://shgis.nus.edu.sg/sbdb/unavailable.html
732,Related,杜惹舌,Nil,,Nil,Nil,暂无/Nil,暂无/Nil,暂无/Nil,http://shgis.nus.edu.sg/sbdb/unavailable.html
733,Related,马丁•戴斯,Nil,,Nil,Nil,暂无/Nil,暂无/Nil,暂无/Nil,http://shgis.nus.edu.sg/sbdb/unavailable.html
734,Related,普特法肯•莱茵纳,Nil,,Nil,Nil,暂无/Nil,暂无/Nil,暂无/Nil,http://shgis.nus.edu.sg/sbdb/unavailable.html
735,Related,曾如玉,Nil,,Nil,Nil,暂无/Nil,新加坡/Singapore,新加坡/Singapore,http://shgis.nus.edu.sg/sbdb/unavailable.html
736,Related,刘传乐,Nil,,Nil,Nil,暂无/Nil,暂无/Nil,暂无/Nil,http://shgis.nus.edu.sg/sbdb/unavailable.html
737,Related,章招莲,Nil,,Nil,Nil,闽/Hokkien,"福建省海澄县（今属龙海县）/Haicheng County, Fujian Province (Now at Longhai County)",暂无/Nil,http://shgis.nus.edu.sg/sbdb/unavailable.html
738,Related,章壬全,Nil,,Nil,Nil,闽/Hokkien,"福建省海澄县（今属龙海县）/Haicheng County, Fujian Province (Now at Longhai County)",暂无/Nil,http://shgis.nus.edu.sg/sbdb/unavailable.html
739,Related,钟志海,Nil,,Nil,Nil,暂无/Nil,暂无/Nil,暂无/Nil,http://shgis.nus.edu.sg/sbdb/unavailable.html
740,Related,章芳源,Nil,,Nil,Nil,闽/Hokkien,"福建省海澄县（今属龙海县）/Haicheng County, Fujian Province (Now at Longhai County)",暂无/Nil,http://shgis.nus.edu.sg/sbdb/unavailable.html
741,Related,章壬宪,Nil,,Nil,Nil,闽/Hokkien,"福建省海澄县（今属龙海县）/Haicheng County, Fujian Province (Now at Longhai County)",暂无/Nil,http://shgis.nus.edu.sg/sbdb/unavailable.html
742,Related,章绸梅,Nil,,Nil,Nil,闽/Hokkien,"福建省海澄县（今属龙海县）/Haicheng County, Fujian Province (Now at Longhai County)",暂无/Nil,http://shgis.nus.edu.sg/sbdb/unavailable.html
743,Related,张世笈,Nil,,1893,1944,客/Hakka,"广东省大埔县/Dapu County, Guangdong Province",暂无/Nil,http://shgis.nus.edu.sg/sbdb/unavailable.html
744,Related,黄小品,Nil,,1902,1965,客/Hakka,"广东省大埔县/Dapu County, Guangdong Province",暂无/Nil,http://shgis.nus.edu.sg/sbdb/unavailable.html
745,Related,陈育民,Nil,,Nil,Nil,暂无/Nil,暂无/Nil,暂无/Nil,http://shgis.nus.edu.sg/sbdb/unavailable.html
746,Related,吴岳朋,Nil,,Nil,Nil,暂无/Nil,暂无/Nil,暂无/Nil,http://shgis.nus.edu.sg/sbdb/unavailable.html
747,Related,邓文光,Nil,,1881,1957,客/Hakka,"广东省大埔县/Dapu County, Guangdong Province",暂无/Nil,http://shgis.nus.edu.sg/sbdb/unavailable.html
748,Related,彭亨,Nil,,Nil,Nil,暂无/Nil,暂无/Nil,暂无/Nil,http://shgis.nus.edu.sg/sbdb/unavailable.html
749,Related,李略俊,Nil,,Nil,Nil,潮/Teochew,"广东省澄海县/Chenghai County, Guangdong Province",暂无/Nil,http://shgis.nus.edu.sg/sbdb/unavailable.html
750,Related,张峇丹,Nil,,Nil,Nil,潮/Teochew,"广东省饶平县/Raoping County, Guangdong Province",暂无/Nil,http://shgis.nus.edu.sg/sbdb/unavailable.html
751,Related,陈宝娘,Nil,,Nil,Nil,暂无/Nil,暂无/Nil,暂无/Nil,http://shgis.nus.edu.sg/sbdb/unavailable.html
752,Related,张志贤,Nil,,Nil,Nil,潮/Teochew,"广东省饶平县/Raoping County, Guangdong Province",暂无/Nil,http://shgis.nus.edu.sg/sbdb/unavailable.html
753,Related,何思观,Nil,,Nil,Nil,暂无/Nil,暂无/Nil,暂无/Nil,http://shgis.nus.edu.sg/sbdb/unavailable.html
754,Related,梁允祺,Nil,,Nil,Nil,粤/Canton,"广东省顺德县/Shunde County, Guangdong Province",暂无/Nil,http://shgis.nus.edu.sg/sbdb/unavailable.html
755,Related,雷亮荣,Nil,,Nil,Nil,暂无/Nil,暂无/Nil,暂无/Nil,http://shgis.nus.edu.sg/sbdb/unavailable.html
756,Related,庄才勋,Nil,,Nil,Nil,闽/Hokkien,福建/Fujian,暂无/Nil,http://shgis.nus.edu.sg/sbdb/unavailable.html
757,Related,邱宗成,Nil,,Nil,Nil,暂无/Nil,暂无/Nil,暂无/Nil,http://shgis.nus.edu.sg/sbdb/unavailable.html
758,Related,杨福和,Nil,,Nil,Nil,闽/Hokkien,福建/Fujian,新加坡/Singapore,http://shgis.nus.edu.sg/sbdb/unavailable.html
759,Related,陈允吉,Nil,,Nil,Nil,暂无/Nil,新加坡/Singapore,新加坡/Singapore,http://shgis.nus.edu.sg/sbdb/unavailable.html
760,Related,林明伦,Nil,,Nil,Nil,琼/Hainan,"广东省文昌县（今属海南省）/Wenchang County, Guangdong Province (Now at Hainan Province)",暂无/Nil,http://shgis.nus.edu.sg/sbdb/unavailable.html
761,Related,永清,Nil,,Nil,Nil,暂无/Nil,暂无/Nil,暂无/Nil,http://shgis.nus.edu.sg/sbdb/unavailable.html
762,Related,曾纪泽,Nil,,Nil,Nil,暂无/Nil,暂无/Nil,暂无/Nil,http://shgis.nus.edu.sg/sbdb/unavailable.html
763,Related,薛福成,Nil,,Nil,Nil,暂无/Nil,暂无/Nil,暂无/Nil,http://shgis.nus.edu.sg/sbdb/unavailable.html
764,Related,刘清玉,Nil,,Nil,Nil,暂无/Nil,暂无/Nil,暂无/Nil,http://shgis.nus.edu.sg/sbdb/unavailable.html
765,Related,刘清坤,Nil,,Nil,Nil,暂无/Nil,暂无/Nil,暂无/Nil,http://shgis.nus.edu.sg/sbdb/unavailable.html
766,Related,何衍茂,Nil,,Nil,Nil,闽/Hokkien,福建/Fujian,暂无/Nil,http://shgis.nus.edu.sg/sbdb/unavailable.html
767,Related,余坤火,Nil,,Nil,Nil,暂无/Nil,暂无/Nil,暂无/Nil,http://shgis.nus.edu.sg/sbdb/unavailable.html
768,Related,吴庆腾,Nil,,1838,1915,潮/Teochew,"广东省潮安县/Chao'an County, Guangdong Province",暂无/Nil,http://shgis.nus.edu.sg/sbdb/unavailable.html
769,Related,刘荣丰,Nil,,Nil,Nil,暂无/Nil,暂无/Nil,暂无/Nil,http://shgis.nus.edu.sg/sbdb/unavailable.html
770,Related,王柘榴,Nil,,Nil,Nil,暂无/Nil,暂无/Nil,暂无/Nil,http://shgis.nus.edu.sg/sbdb/unavailable.html
771,Related,陈亚两,Nil,,Nil,Nil,暂无/Nil,暂无/Nil,暂无/Nil,http://shgis.nus.edu.sg/sbdb/unavailable.html
772,Related,陈若愚,Nil,,1867,1940,潮/Teochew,"广东省潮安县/Chao'an County, Guangdong Province",暂无/Nil,http://shgis.nus.edu.sg/sbdb/unavailable.html
773,Related,周润享,Nil,,Nil,Nil,闽/Hokkien,"福建省海澄县（今属龙海县）/Haicheng County, Fujian Province (Now at Longhai County)",暂无/Nil,http://shgis.nus.edu.sg/sbdb/unavailable.html
774,Related,甘清泗,Nil,,Nil,Nil,闽/Hokkien,"福建省海澄县（今属龙海县）/Haicheng County, Fujian Province (Now at Longhai County)",暂无/Nil,http://shgis.nus.edu.sg/sbdb/unavailable.html
775,Related,黄志信,Nil,,Nil,Nil,闽/Hokkien,"福建省同安县/Tong'an County, Fujian Province",暂无/Nil,http://shgis.nus.edu.sg/sbdb/unavailable.html
776,Related,林坤扬,Nil,,Nil,Nil,暂无/Nil,暂无/Nil,暂无/Nil,http://shgis.nus.edu.sg/sbdb/unavailable.html
777,Related,余玉英,Nil,,Nil,Nil,暂无/Nil,暂无/Nil,暂无/Nil,http://shgis.nus.edu.sg/sbdb/unavailable.html
778,Related,陈国朝,Tan Koh Teou,,Nil,Nil,闽/Hokkien,暂无/Nil,暂无/Nil,http://shgis.nus.edu.sg/sbdb/unavailable.html
779,Related,丁宏海,Nil,,Nil,Nil,闽/Hokkien,暂无/Nil,暂无/Nil,http://shgis.nus.edu.sg/sbdb/unavailable.html
780,Related,王水斗,Ong Chwee Tow,,Nil,1937,闽/Hokkien,"福建省东山/Dongshan, Fujian Province",暂无/Nil,http://shgis.nus.edu.sg/sbdb/unavailable.html
781,Related,陈芳岁,Tan Hong Suay,,Nil,1937,闽/Hokkien,"福建省金门/Jinmen, Fujian Province",暂无/Nil,http://shgis.nus.edu.sg/sbdb/unavailable.html
782,Related,梅端成,Nil,,Nil,Nil,粤/Canton,"广东台山/Taishan, Guangdong Province",暂无/Nil,http://shgis.nus.edu.sg/sbdb/unavailable.html
783,Related,黄良檀,Nil,,Nil,Nil,闽/Hokkien,"福建省金门/Jinmen, Fujian Province",暂无/Nil,http://shgis.nus.edu.sg/sbdb/unavailable.html
,,,,,,,,,,
,,,,,,,,,,
